,adult,belongs_to_collection,budget,genres,homepage,id,imdbId,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
2708,False,"{'id': 189295, 'name': 'The Spiders Serial', 'poster_path': '/qrIkWMlpPL6WBPKJQVgjO5lygxc.jpg', 'backdrop_path': None}",0,"[{'id': 12, 'name': 'Adventure'}]",,91893,tt0010726,en,"Die Spinnen, 1. Teil - Der Goldene See","In San Francisco, well-known sportsman Kay Hoog announces to a club that he has found a message in a bottle with a map drawn by a Harvard professor who has gone missing. The map tells of a lost Incan civilization that possesses an immense treasure. Hoog immediately plans an expedition to find it. But Lio Sha, the head of a criminal organization known as the Spiders, is determined to get the treasure for herself and plans a rival expedition.",0.301984,/89HHXHuyqn181J6IwR83ooYtg13.jpg,"[{'name': 'Decla-Bioscop AG', 'id': 6762}, {'name': 'Decla-Film-Gesellschaft Holz & Co.', 'id': 44382}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1919-10-03,0.0,69.0,"[{'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,,The Spiders - The Golden Sea,False,5.7,5.0
2788,False,,0,"[{'id': 18, 'name': 'Drama'}]",,61369,tt0023369,en,Rain,A missionary tries to reform a prostitute trapped on a Pacific island.,0.577818,/96QZLgnFYyu18zoTZJIVCb3brkz.jpg,"[{'name': 'Feature Productions', 'id': 13914}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1932-10-12,0.0,94.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A woman without shame. A woman without soul.,Rain,False,5.1,8.0
2841,False,,463455,"[{'id': 18, 'name': 'Drama'}]",,73575,tt0017423,en,Sparrows,"Evil Mr.Grimes keeps a rag-tag bunch orphans on his farm deep in a swamp in the US South. He forces them to work in his garden and treats them like slaves. They are watched over by the eldest, Molly. A gang in league with Mr. Grimes kidnaps Doris, the beautiful little daughter of a rich man, and hides her out on Grimes' farm, awaiting ransom. When the police close in, and Mr. Grimes threatens to throw Doris into the bottomless mire, Molly must lead her little flock out through the alligator-infested swamp.",0.445526,/3ZPfhlwZ9HIYViUCgoZusCszohT.jpg,"[{'name': 'Pickford Corporation', 'id': 14646}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1926-05-14,966878.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Sparrows,False,8.0,9.0
2896,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,51371,tt0016630,en,Battling Butler,"Alfred's father feels his son has grown up too comfortably and as a result has not become what a man should be. To remedy this predicament he sends his son Alfred off on a hunting trip. On the trip, in the midst of many follies brought on by his inexperience with the outdoors, he meets a young mountain girl and falls in love with her. Alfred's butler, who has accompanied him on the outing, is sent to arrange the marriage with the girl's father, who thinks Alfred is too weak to become a member of the family. In an attempt to change the father's mind, the butler tells the girl's father and brother that Alfred is actually Alfred ""Battling"" Butler, a professional boxer. The deception works and a wedding is arranged. Comic mischief ensues as Alfred and his butler attempt to make their newly fabricated story seem plausible to the family of his new bride.",1.09569,/7MVdo4OyzIcwycN58J9n855ggoS.jpg,"[{'name': 'Buster Keaton Productions', 'id': 12190}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1926-09-19,0.0,77.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Battling Butler,False,5.7,13.0
2906,False,,750000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,961,tt0017925,en,The General,"During America’s Civil War Union spies steal engineer Johnnie Gray's (Buster Keaton's) beloved locomotive The General and he single-handedly must do all in his power to get it back. Released throughout most of the world in 1927, this Silent comedy-action film flopped when originally released, but now is regarded as one of the great American motion pictures. The story is based on actual historic events.",8.002953,/g2qtPur2Vno9KfJbRjV7YWi1bay.jpg,"[{'name': 'Buster Keaton Productions', 'id': 12190}, {'name': 'Joseph M. Schenck Productions', 'id': 13913}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1926-12-31,0.0,79.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"Buster drives ""The General"" to trainload of laughter. (Trade paper ad).",The General,False,8.0,240.0
2907,False,,483103,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,73969,tt0018183,en,My Best Girl,"Joe Merrill, son of the millionaire owner of a chain of 5 and 10 cent stores, poses as Joe Grant, and takes a job in the stockroom of one of his father's stores, to prove that he can be a success without his father's influence. There he meets stockroom girl Maggie Johnson, and they fall in love. This causes problems, because Mrs. Merrill had planned for her son to marry Millicent Rogers, a high society girl.",0.205671,/8sDOJ4yzFf6fuWMTpduI5hk1Xtk.jpg,"[{'name': 'Mary Pickford Company', 'id': 21540}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1927-10-31,1027757.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,My Best Girl,False,8.0,2.0
2969,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,25898,tt0024852,en,Babes in Toyland,"Ollie Dee and Stanley Dum try to borrow money from their employer, the toymaker, to pay off the mortgage on Mother Peep's shoe and keep it and Little Bo Peep from the clutches of the evil Barnaby. When that fails, they trick Barnaby into marrying Stanley Dum instead of Bo Peep. Enraged, Barnaby unleashes the bogeymen from their caverns to destroy Toyland.",7.768271,/8EoKfCGMTcywFSA6Wxt1a8HDQlx.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1934-12-14,0.0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Babes in Toyland,False,6.6,28.0
3015,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,70801,tt0010040,en,Daddy-Long-Legs,"Wealthy Jervis Pendleton acts as benefactor for orphan Judy Abbott, anonymously sponsoring her in her boarding school. But as she grows up, he finds himself falling in love with her, and she with him, though she does not know that the man she has fallen for is her benefactor.",0.346438,/AeEOxZjQlk6GHoTRx0m8eNMMdez.jpg,"[{'name': 'Mary Pickford Company', 'id': 21540}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1919-05-11,0.0,85.0,[],Released,,Daddy-Long-Legs,False,7.4,5.0
3016,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",,33015,tt0015863,en,Go West,"Keaton portrays Friendless, who travels west to try to make his fortune. Once there, he tries his hand at bronco-busting, cattle wrangling, and dairy farming, eventually forming a bond with a cow named ""Brown Eyes."" Eventually he finds himself leading a herd of cattle through Los Angeles.",1.014248,/chZ6GbfTIKgD6nYmUKZScDAnIo8.jpg,"[{'name': 'Buster Keaton Productions', 'id': 12190}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1925-11-01,0.0,69.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Go West,False,6.8,19.0
3022,False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",,76083,tt0024645,en,Tarzan the Fearless,"Mary Brooks' father, who has been studying ancient tribes, falls into the hands of ""the people of Zar, god of the Emerald Fingers."" Tarzan helps Mary locate her father, rescues everyone from the High Priest of Zar, and takes Mary to his cave.",0.756556,/eEqlUQ1UwyKkcFf6Yu6uOvXA0zp.jpg,"[{'name': 'Sol Lesser Productions', 'id': 4213}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1933-08-11,0.0,85.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Tarzan the Fearless,False,2.8,4.0
3023,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,32628,tt0014538,en,Three Ages,"""The Three Ages,"" Buster Keaton's first feature-length film after a number of comedy shorts, is his parody of Griffith's ""Intolerance."" Keaton tells three parallel stories about the perils of romance, one set in the Stone Age, one during the Roman Empire, and one during the 20th century.",1.539713,/1xWJWo7FeL6KWvHHiXAnNiqUuUp.jpg,"[{'name': 'Buster Keaton Productions', 'id': 12190}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1923-09-24,0.0,63.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Three Ages,False,7.2,20.0
3034,False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",,26162,tt0020668,en,The Bat Whispers,A master criminal terrorizes the occupants of an isolated country mansion.,0.670708,/fZVbc4D0nwbbZkdDDvMFwMm71Bk.jpg,"[{'name': 'Joseph M. Schenck Productions', 'id': 13913}, {'name': 'Art Cinema Corporation', 'id': 19598}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1930-01-01,0.0,83.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Bat Whispers,False,6.3,4.0
3077,False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,71067,tt0013662,en,Tess of the Storm Country,"Wealthy Elias Graves builds his home on the top of a hill, where a group of squatters have taken up residence at the bottom. Many of the men in the squatters' village have their eyes on young Tess, and one of them, Ben Letts, frames Tess's father for murder. While maintaining her father's innocence, Tess must keep her love for Graves' son a secret, while caring for Elias' daughter's illegitamate child.",0.126258,/prwkCGF1ZoQihqAEaxkkjDl9ZPp.jpg,"[{'name': 'Mary Pickford Company', 'id': 21540}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1922-11-12,0.0,118.0,[],Released,,Tess of the Storm Country,False,5.0,1.0
3113,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,51392,tt0011652,en,The Saphead,"Nick Van Alstyne owns the Henrietta silver mine and is very rich. His son Bertie is naive and spoiled. His daughter Rose is married to shady investor Mark. Mark wrecks Bertie's wedding plans by making him take the blame for Mark's illegitimate daughter. Mark also nearly ruins the family business by selling off Henrietta stock at too low a price. Bertie, of all people, must come to the rescue on the trading floor.",0.291058,/n1i7g4dGkV6oKxPpFJJYk2gVhh4.jpg,[],[],1920-09-01,0.0,77.0,[],Released,,The Saphead,False,6.4,6.0
3114,False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,32600,tt0016332,en,Seven Chances,A man learns he will inherit a fortune if he marries -- by 7 p.m. today.,4.590055,/a1dHRDzibP33nnIk48UkXVjZdWs.jpg,"[{'name': 'Buster Keaton Productions', 'id': 12190}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1925-03-11,0.0,56.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Seven laughs a minute!,Seven Chances,False,7.3,49.0
3179,False,,0,"[{'id': 99, 'name': 'Documentary'}]",,101383,tt0020594,en,With Byrd at the South Pole,"With Byrd at the South Pole (1930) is a documentary film about Rear Admiral Richard E. Byrd and his 1st quest to the South Pole beginning at the Little America-Exploration Base. The film's soundtrack consists mostly of music and sound effects, with narration read by Floyd Gibbons. The film won at the 3rd Academy Awards for Best Cinematography.",0.10214,/r0xkKkzUphpDqc1tHaEW6y1F7Zv.jpg,"[{'name': 'Paramount', 'id': 6033}]",[],1930-06-28,0.0,82.0,[],Released,,With Byrd at the South Pole,False,7.5,2.0
3188,False,,9000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,28978,tt0018773,en,The Circus,"Charlie, a wandering tramp, becomes a circus handyman and falls in love with the circus owner's daughter. Unaware of Charlie's affection, the girl falls in love with a handsome young performer. Charlie's versatility makes him star of the show when he substitutes for an ailing tightwire walker. He is discharged from the company when he protects the girl from her father's abuse, but he returns and appeals to the handsome performer to marry the girl. After the wedding the father prevails upon them to rejoin the circus. Charlie is hired again, but he stays behind when the caravan moves on.",6.714813,/awTf4Y6TGvgi3VYtGNINyyJJy9Q.jpg,"[{'name': 'Charles Chaplin Productions', 'id': 1315}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1928-01-06,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Circus,False,8.0,119.0
3189,False,,1500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",http://www.charliechaplin.com/biography/articles/4-City-Lights,901,tt0021749,en,City Lights,City Lights is the first silent film that Charlie Chaplin directed after he established himself with sound accompanied films. The film is about a penniless man who falls in love with a flower girl. The film was a great success and today is deemed a cult classic.,10.891524,/bXNvzjULc9jrOVhGfjcc64uKZmZ.jpg,"[{'name': 'Charles Chaplin Productions', 'id': 1315}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1931-01-30,19181.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,True Blind Love,City Lights,False,8.2,444.0
3191,False,,0,"[{'id': 35, 'name': 'Comedy'}]",,36208,tt0009018,xx,A Dog's Life,"Poor Charlie lives in a vacant lot. He tries to get a job but when he gets to the head of the employment line the jobs are gone. Back ""home"" he rescues Scraps, a bitch being attacked by other strays. Together they manage to steal some sausages from a lunch wagon. They enter a dance hall where Edna is a singer and unwilling companion to the clientele. He is thrown out when he can't pay. Back ""home""",1.972147,/fCjliYnnHFGqw9roMINAfADf0cv.jpg,"[{'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1918-04-14,0.0,33.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,In his First Million Dollar Picture,A Dog's Life,False,7.1,46.0
3192,False,,250000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,10098,tt0012349,en,The Kid,"Considered one of Charlie Chaplin's best films, The Kid also made a star of little Jackie Coogan, who plays a boy cared for by The Tramp when he's abandoned by his mother, Edna. Later, Edna has a change of heart and aches to be reunited with her son. When she finds him and wrests him from The Tramp, it makes for what turns out be one of the most heart-wrenching scenes ever included in a comedy.",8.168456,/drgMcyTsySQBnUPGaBThCHGdlWT.jpg,"[{'name': 'Charles Chaplin Productions', 'id': 1315}, {'name': 'First National Pictures', 'id': 3245}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1921-01-21,2500000.0,68.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,6 reels of Joy.,The Kid,False,8.0,404.0
3371,False,,0,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10749, 'name': 'Romance'}]",,85689,tt0017416,en,The Son of the Sheik,"Ahmed, son of Diana and Sheik Ahmed Ben Hassan, falls in love with Yasmin, a dancing girl who fronts her father's gang of mountebanks. She and Ahmed meet secretly until one night when her father and the gang capture the son of the sheik, torture him, and hold him for ransom.",0.135371,/5uDB4rtXsftoXMWLSBBBFVVCvDb.jpg,"[{'name': 'Feature Productions', 'id': 13914}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1926-09-05,0.0,68.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}]",Released,"""An eye for an eye-a hate for a hate-that my girl, is the law of the tribe.""",The Son of the Sheik,False,4.7,3.0
3396,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",,184885,tt0016640,en,The Bells,"Mathias, an Alsatian innkeeper, murders a rich Pole staying at his inn But Mathias' conscience will not let him rest, and the murdered man's spirit drives the innkeeper nearly mad. The victim's brother calls for an inquest and brings with him a sideshow mesmerist supposedly able to read minds. Mathias, as burgomaster, is called upon to conduct the inquest, but under the intuitive eye of the mesmerist cannot resist torment of his own conscience.",0.061599,/crONJfKpdhb5S2SlXWEbM81vLGr.jpg,"[{'name': 'Chadwick Pictures Corporation', 'id': 48490}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1926-07-29,0.0,68.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Bells,False,7.0,1.0
3507,False,,923000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,962,tt0015864,en,The Gold Rush,A lone prospector ventures into Alaska looking for gold. He gets mixed up with some burly characters and falls in love with the beautiful Georgia. He tries to win her heart with his singular charm.,6.202041,/eQRFo1qwRREYwj47Yoe1PisgOle.jpg,"[{'name': 'Charles Chaplin Productions', 'id': 1315}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1925-06-25,2500000.0,95.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The World's Greatest Laughing Picture!,The Gold Rush,False,7.7,308.0
3519,False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,28974,tt0014624,en,A Woman of Paris: A Drama of Fate,"When Marie St. Clair believes she has been jilted by her artist fiance Jean, she decides to leave for Paris on her own. After spending a year in the city as a mistress of the wealthy Pierre Revel, she is reunited with Jean by chance. This leaves her with the choice between a glamorous life in Paris, and the true love she left behind.",1.74686,/8PMhoUySwDPGdKDPKysl6Q5blLo.jpg,"[{'name': 'Charles Chaplin Productions', 'id': 1315}, {'name': 'Regent', 'id': 11511}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1923-10-01,0.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Woman of Paris,False,7.1,17.0
